# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Aug 25 06:57:17 2024
#
# User preference: *
#
# CONSTRAINT:  where (hd_name like '%HD%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN hd_name:        HD ID
# COLUMN hip_name:       HIP ID
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN disc_year:      Discovery Year
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_massj:       Planet Mass [Jupiter Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
#
pl_name,hostname,pl_letter,hd_name,hip_name,default_flag,sy_snum,sy_pnum,sy_mnum,disc_year,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,st_refname,st_spectype,st_teff,st_rad,st_mass,st_logg,sy_refname,glat,glon,sy_dist,sy_vmag,sy_gaiamag
HD 75898 b,HD 75898,b,HD 75898,HIP 43674,1,1,1,0,2007,0,422.90000000,1.191000,,,,,861.31930,2.71000,Msini,0.110000,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G0,5963.00,1.58,1.26,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,38.93599,190.96998,78.0505000,8.0300000,7.8959700
HD 75898 b,HD 75898,b,HD 75898,HIP 43674,0,1,1,0,2007,0,418.20000000,1.190000,,,,,797.75330,2.51000,Msini,0.100000,,,<a refstr=ROBINSON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...670.1391R/abstract target=ref> Robinson et al. 2007 </a>,G0 V,6021.00,1.60,1.28,4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,38.93599,190.96998,78.0505000,8.0300000,7.8959700
HD 76700 b,HD 76700,b,HD 76700,HIP 43686,0,1,1,0,2002,0,3.97097000,0.051100,,,,,74.05439,0.23300,Msini,0.095000,,,<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>,,5668.00,,1.13,4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-13.91873,282.48954,60.8831000,8.1600000,7.9734800
HD 76700 b,HD 76700,b,HD 76700,HIP 43686,0,1,1,0,2002,0,3.97100000,0.049000,,,,,62.61251,0.19700,Msini,0.000000,,,<a refstr=TINNEY_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...587..423T/abstract target=ref> Tinney et al. 2003 </a>,,,,1.00,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-13.91873,282.48954,60.8831000,8.1600000,7.9734800
HD 76700 b,HD 76700,b,HD 76700,HIP 43686,1,1,1,0,2002,0,3.97097000,0.050000,,,,,66.74430,0.21000,Msini,0.090000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5644.00,1.37,0.99,4.16,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-13.91873,282.48954,60.8831000,8.1600000,7.9734800
HD 76920 b,HD 76920,b,HD 76920,HIP 43803,0,1,1,0,2017,0,,1.165000,,,,,1134.64741,3.57000,Msini,,,,<a refstr=JIANG_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023ApJ...945...20J/abstract target=ref>Jiang et al. 2023</a>,K1 III,4664.00,8.68,1.22,2.65,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-14.09976,282.95180,184.0310000,7.8300000,7.5144000
HD 76920 b,HD 76920,b,HD 76920,HIP 43803,0,1,1,0,2017,0,415.40000000,1.149000,,,,,1249.07190,3.93000,Msini,0.856000,,,<a refstr=WITTENMYER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..274W/abstract target=ref>Wittenmyer et al. 2017</a>,K1 III,4698.00,7.47,1.17,2.94,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-14.09976,282.95180,184.0310000,7.8300000,7.5144000
HD 76920 b,HD 76920,b,HD 76920,HIP 43803,1,1,1,0,2017,0,415.89100000,1.091000,,,,,994.80291,3.13000,Msini,0.878200,,,<a refstr=BERGMANN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASA...38...19B/abstract target=ref>Bergmann et al. 2021</a>,,4664.00,8.33,1.00,2.71,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-14.09976,282.95180,184.0310000,7.8300000,7.5144000
HD 77338 b,HD 77338,b,HD 77338,HIP 44291,0,1,1,0,2012,0,5.73610000,0.061400,,,15.90000,0.05000,15.90000,0.05000,Mass,0.090000,,,<a refstr=JENKINS_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...766...67J/abstract target=ref> Jenkins et al. 2013 </a>,,5370.00,0.88,0.93,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.55156,251.36393,45.9350000,8.6300000,8.4099200
HD 77338 b,HD 77338,b,HD 77338,HIP 44291,1,1,1,0,2012,0,5.73610000,0.060000,,,,,19.06980,0.06000,Msini,0.090000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5341.00,0.97,1.37,4.60,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.55156,251.36393,45.9350000,8.6300000,8.4099200
HD 77946 b,HD 77946,b,HD 77946,HIP 44746,1,1,1,0,2024,0,6.52736300,0.073000,2.896,0.258,10.90000,0.03430,10.90000,0.03430,Mass,0.211000,,1129,<a refstr=MACDOUGALL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...33M/abstract target=ref>MacDougall et al. 2023</a>,,6007.00,1.32,1.20,4.28,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,42.25780,173.22633,99.4510000,8.9900000,8.8518400
HD 77946 b,HD 77946,b,HD 77946,HIP 44746,0,1,1,0,2024,0,6.51595067,,2.830,0.252,,,,,,,414.07,1151,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,6023.00,1.33,,4.24,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,42.25780,173.22633,99.4510000,8.9900000,8.8518400
HD 77946 b,HD 77946,b,HD 77946,HIP 44746,0,1,1,0,2024,0,6.52728200,0.072000,2.705,0.241,8.38000,0.02637,8.38000,0.02637,Mass,0.233000,,,<a refstr=PALETHORPE_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.tmp..733P/abstract target=ref>Palethorpe et al. 2024</a>,F5,6046.00,1.31,1.17,4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,42.25780,173.22633,99.4510000,8.9900000,8.8518400
HD 79181 b,HD 79181,b,HD 79181,,1,1,1,0,2021,0,273.10000000,0.900000,,,,,203.41018,0.64000,Msini,0.259000,,,<a refstr=TENG_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021PASJ..tmp..128T/abstract target=ref>Teng et al. 2021</a>,G8 III,4862.00,11.06,1.28,2.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19.14777,248.36614,103.3350000,5.7200000,5.4529200
HD 7924 b,HD 7924,b,HD 7924,HIP 6379,0,1,3,0,2008,0,5.39780000,0.057000,,,,,9.26000,0.02914,Msini,0.170000,,,<a refstr=HOWARD_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...696...75H/abstract target=ref> Howard et al. 2009 </a>,K0 V,5177.00,0.78,0.83,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.94549,124.73557,16.9922000,7.1789600,6.9251600
HD 7924 b,HD 7924,b,HD 7924,HIP 6379,0,1,3,0,2008,0,5.39785000,0.055950,,,,,8.23176,0.02590,Msini,0.049000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5171.13,0.78,0.80,4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.94549,124.73557,16.9922000,7.1789600,6.9251600
HD 7924 b,HD 7924,b,HD 7924,HIP 6379,1,1,3,0,2008,0,5.39792000,0.060000,,,,,6.35660,0.02000,Msini,0.060000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5131.00,0.78,0.65,4.46,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.94549,124.73557,16.9922000,7.1789600,6.9251600
HD 7924 b,HD 7924,b,HD 7924,HIP 6379,0,1,3,0,2008,0,5.39699000,,,,,,9.26000,0.02914,Msini,0.000000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5136.00,0.79,0.87,4.58,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.94549,124.73557,16.9922000,7.1789600,6.9251600
HD 7924 b,HD 7924,b,HD 7924,HIP 6379,0,1,3,0,2008,0,5.39792000,0.056640,,,,,8.68000,0.02731,Msini,0.058000,113.70,826,<a refstr=FULTON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805..175F/abstract target=ref>Fulton et al. 2015</a>,K0.5 V,5075.00,0.78,0.83,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.94549,124.73557,16.9922000,7.1789600,6.9251600
HD 7924 c,HD 7924,c,HD 7924,HIP 6379,1,1,3,0,2015,0,15.29900000,0.113400,,,,,7.86000,0.02473,Msini,0.098000,28.35,584,<a refstr=FULTON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805..175F/abstract target=ref>Fulton et al. 2015</a>,K0.5 V,5075.00,0.78,0.83,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.94549,124.73557,16.9922000,7.1789600,6.9251600
HD 7924 c,HD 7924,c,HD 7924,HIP 6379,0,1,3,0,2015,0,15.30060000,0.112100,,,,,8.83563,0.02780,Msini,0.100000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5171.13,0.78,0.80,4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.94549,124.73557,16.9922000,7.1789600,6.9251600
HD 7924 d,HD 7924,d,HD 7924,HIP 6379,1,1,3,0,2015,0,24.45100000,0.155100,,,,,6.44000,0.02026,Msini,0.210000,15.17,499,<a refstr=FULTON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805..175F/abstract target=ref>Fulton et al. 2015</a>,K0.5 V,5075.00,0.78,0.83,4.59,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.94549,124.73557,16.9922000,7.1789600,6.9251600
HD 7924 d,HD 7924,d,HD 7924,HIP 6379,0,1,3,0,2015,0,24.44590000,0.153200,,,,,6.10231,0.01920,Msini,0.170000,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5171.13,0.78,0.80,4.55,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13.94549,124.73557,16.9922000,7.1789600,6.9251600
HD 79498 b,HD 79498,b,HD 79498,HIP 45406,1,2,1,0,2011,0,1807.00000000,2.980000,,,,,425.89220,1.34000,Msini,0.575000,,,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,G5,5748.00,1.05,1.08,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,41.32122,204.70286,48.9489000,8.0500000,7.8859000
HD 79498 b,HD 79498,b,HD 79498,HIP 45406,0,2,1,0,2011,0,1966.10000000,3.130000,,,,,425.90000,1.34000,Msini,0.590000,,,<a refstr=ROBERTSON_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...749...39R/abstract target=ref> Robertson et al. 2012 </a>,G5,5740.00,,1.06,4.37,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,41.32122,204.70286,48.9489000,8.0500000,7.8859000
HD 80606 b,HD 80606,b,HD 80606,HIP 45982,0,2,1,0,2001,0,111.43670000,0.456500,11.243,1.003,1308.18828,4.11600,1308.18828,4.11600,Mass,0.932260,,,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,,5574.00,1.04,1.02,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.31146,167.42908,66.4711000,9.0600000,8.8200800
HD 80606 b,HD 80606,b,HD 80606,HIP 45982,1,2,1,0,2001,0,111.43670000,,11.994,1.070,1392.09540,4.38000,1392.09540,4.38000,Mass,0.930000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5561.00,1.04,1.15,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.31146,167.42908,66.4711000,9.0600000,8.8200800
HD 80606 b,HD 80606,b,HD 80606,HIP 45982,0,2,1,0,2001,0,111.43670000,0.456400,11.243,1.003,1307.55262,4.11400,1307.55262,4.11400,Mass,,,405,<a refstr=SOUTHWORTH_2011 href=https://ui.adsabs.harvard.edu/abs/2011MNRAS.417.2166S/abstract target=ref>Southworth 2011</a>,,5574.00,1.04,1.02,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.31146,167.42908,66.4711000,9.0600000,8.8200800
HD 80606 b,HD 80606,b,HD 80606,HIP 45982,0,2,1,0,2001,0,111.42800000,0.460000,,,,,1303.05000,4.10000,Msini,0.933000,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5524.00,1.09,0.97,4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.31146,167.42908,66.4711000,9.0600000,8.8200800
HD 80606 b,HD 80606,b,HD 80606,HIP 45982,0,2,1,0,2001,0,111.42900000,0.447000,,,,,1242.71530,3.91000,Msini,0.932400,,,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,G5,5573.00,,0.96,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.31146,167.42908,66.4711000,9.0600000,8.8200800
HD 80606 b,HD 80606,b,HD 80606,HIP 45982,0,2,1,0,2001,0,111.43639000,0.460200,,,,,1322.16617,4.16000,Msini,0.930430,,,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210511583R/abstract target=ref>Rosenthal et al. 2021</a>,,5565.89,1.07,1.05,4.40,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.31146,167.42908,66.4711000,9.0600000,8.8200800
HD 80606 b,HD 80606,b,HD 80606,HIP 45982,0,2,1,0,2001,0,111.43570000,0.449000,10.980,0.980,1252.20000,3.94000,1252.20000,3.94000,Mass,0.933200,,,<a refstr=PONT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A%26A...502..695P/abstract target=ref> Pont et al. 2009 </a>,,,0.98,0.97,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,44.31146,167.42908,66.4711000,9.0600000,8.8200800
HD 80653 b,HD 80653,b,HD 80653,,1,1,2,0,2020,0,0.71957300,0.016610,1.613,0.144,5.72000,0.01800,5.72000,0.01800,Mass,0.000000,6130.00,2463,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,,5959.00,1.22,1.18,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,39.62439,216.49965,109.8600000,9.4520000,9.3073300
HD 80653 b,HD 80653,b,HD 80653,,0,1,2,0,2020,0,0.71959700,,,,,,,,,,,,<a refstr=YU_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...22Y/abstract target=ref>Yu et al. 2018</a>,,6080.00,1.22,,4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,39.62439,216.49965,109.8600000,9.4520000,9.3073300
HD 80653 b,HD 80653,b,HD 80653,,0,1,2,0,2020,0,0.71957300,0.016600,1.613,0.144,5.60000,0.01762,5.60000,0.01762,Mass,,,,<a refstr=FRUSTAGLI_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...633A.133F/abstract target=ref>Frustagli et al. 2020</a>,G2,,1.22,1.18,4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,39.62439,216.49965,109.8600000,9.4520000,9.3073300
HD 80653 b,HD 80653,b,HD 80653,,0,1,2,0,2020,0,0.71957121,,1.611,0.144,,,,,,,6635.86,2302,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,5910.00,1.26,,4.27,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,39.62439,216.49965,109.8600000,9.4520000,9.3073300
HD 80869 b,HD 80869,b,HD 80869,HIP 46022,0,1,1,0,2021,0,1711.00000000,2.877000,,,1802.08707,5.67000,1802.08707,5.67000,Mass,0.871000,,,<a refstr=XIAO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023RAA....23e5022X/abstract target=ref>Xiao et al. 2023</a>,G5,5837.00,,1.08,4.18,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,45.10696,190.98319,85.3951000,8.4800000,8.3317300
HD 80869 b,HD 80869,b,HD 80869,HIP 46022,1,1,1,0,2021,0,1752.92067000,2.905000,,,1609.80088,5.06500,1609.80088,5.06500,Mass,0.924000,,,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,1.06,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,45.10696,190.98319,85.3951000,8.4800000,8.3317300
HD 80869 b,HD 80869,b,HD 80869,HIP 46022,0,1,1,0,2021,0,1711.70000000,2.878000,,,,,1544.64606,4.86000,Msini,0.862000,0.14,203,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,G1 V,5837.00,1.06,1.08,4.18,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,45.10696,190.98319,85.3951000,8.4800000,8.3317300
HD 80883 b,HD 80883,b,HD 80883,,1,1,1,0,2022,0,6383.78352000,6.462000,,,1748.05624,5.50000,1748.05624,5.50000,Mass,0.203000,,,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,0.88,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-6.91046,278.84180,34.6011000,8.6000000,8.3618000
HD 80913 b,HD 80913,b,HD 80913,,1,1,1,0,2022,0,10839.83341000,9.950000,,,7505.20000,23.61400,7505.20000,23.61400,Mass,0.313000,,,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,1.11,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,-22.19486,295.67668,61.3603000,7.4900000,7.3356700
HD 81040 b,HD 81040,b,HD 81040,HIP 46076,0,1,1,0,2005,0,1001.70001000,1.940000,,,,,2310.62410,7.27000,Msini,0.530000,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5755.00,0.91,1.05,4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,42.32614,209.36326,34.4341000,7.7200000,7.5554300
HD 81040 b,HD 81040,b,HD 81040,HIP 46076,0,1,1,0,2005,0,1002.70000000,1.946000,,,2301.07767,7.24000,2301.07767,7.24000,Mass,0.525000,,,<a refstr=LI_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..266L/abstract target=ref>Li et al. 2021</a>,G2/G3,,,0.99,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,42.32614,209.36326,34.4341000,7.7200000,7.5554300
HD 81040 b,HD 81040,b,HD 81040,HIP 46076,1,1,1,0,2005,0,1005.98854000,1.988000,,,2151.06266,6.76800,2151.06266,6.76800,Mass,0.557000,,,<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>,,,,1.03,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,42.32614,209.36326,34.4341000,7.7200000,7.5554300
HD 81040 b,HD 81040,b,HD 81040,HIP 46076,0,1,1,0,2005,0,1001.70000000,1.940000,,,,,2180.31380,6.86000,Msini,0.526000,,,<a refstr=SOZZETTI_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006A&A...449..417S/abstract target=ref> Sozzetti et al. 2006 </a>,G2/G3,5700.00,0.86,0.96,4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,42.32614,209.36326,34.4341000,7.7200000,7.5554300
HD 81688 b,HD 81688,b,HD 81688,HIP 46471,0,1,1,0,2007,0,184.02000000,0.810000,,,,,858.10000,2.70000,Msini,0.000000,,,<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60..539S/abstract target=ref> Sato et al. 2008 </a>,,4753.00,13.00,2.10,2.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,46.07492,174.22741,85.7183000,5.3975500,5.1259800
